id,category,subcategory,difficulty,question,answer,explanation,source,source_checked_date,status,app_ready,review_notes
P1-042,part1,運転者指導・適性診断,basic,適性診断のうち「適齢診断」は、65歳以上の運転者が対象であり、75歳以上の場合は3年に1回の受診が必要である。,×,不正解！75歳以上の場合は「1年に1回」の受診が必要です（65才〜74才は3年に1回）。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-043,part1,運転者指導・タコグラフ,basic,事業者は、運行記録計（タコグラフ）による記録を、解析し、運転者の指導及び監督に使用しなければならない。,○,正解！記録するだけでなく、それを指導に活かすことが義務です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-044,part1,貸切バス・運賃下限,basic,貸切バスの運賃は、下限額を下回る運賃で契約しても、双方の合意があれば違反にはならない。,×,不正解！公示運賃の下限を割る安値受注は、安全コストを削る恐れがあるため法令違反となり、処分の対象です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-045,part1,許可更新制,basic,旅客自動車運送事業の許可は、5年ごとの更新制となっている。,×,不正解！事業の許可自体に有効期限はありません（※ただし、貸切バス事業のみ安全評価のための「5年ごとの更新制」が導入されています）。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-046,part1,健康管理・飲酒,basic,乗務員が休憩時間中に自由に飲酒することは、点呼時にアルコールが検出されなければ問題ない。,×,不正解！乗務前点呼で検出されなくても、酒気帯び状態で乗務する可能性のある飲酒は禁止されています。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-047,part1,車庫管理・整備連携,basic,運行管理者は、事業用自動車の保管場所（車庫）を適切に管理し、点検整備が確実に行われるよう整備管理者と連絡をとらなければならない。,○,正解！両者の連携が不可欠です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-048,part1,IT点呼,basic,IT点呼（遠隔点呼）を実施する場合でも、営業所と車庫の間には、対面点呼と同等の効果を有するカメラ・モニター等の機器が必要である。,○,正解！顔色や全身の様子が確認できる環境が必要です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-049,part1,体調不良時対応,basic,運転者が乗務中に体調不良を訴えた場合、運行管理者は直ちに運転を中止させ、交替運転者を手配するなどの措置をとらなければならない。,○,正解！「あと少しだから頑張れ」という指示は絶対にしてはいけません。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-050,part1,事業報告書,basic,事業者は、毎事業年度の経過後100日以内に、事業報告書を国土交通大臣に提出しなければならない。,○,正解！決算報告などの義務です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P1-051,part1,事業種別・許可,intermediate,道路運送法上の一般旅客自動車運送事業には、一般乗合、一般貸切、一般乗用、特定旅客の4種類がある。,○,旅客自動車運送事業は、需要の形態や契約形態に応じて4類型に区分される。,国土交通省 バス事業について,2026-05-19,approved,yes,batch1_reviewed
P1-052,part1,事業種別・許可,intermediate,一般乗用旅客自動車運送事業（タクシー等）は、届出だけで開始できる。,×,一般乗用旅客自動車運送事業も、原則として国土交通大臣の許可が必要である。,国土交通省 バス事業について,2026-05-19,approved,yes,batch1_reviewed
P1-053,part1,事業種別・貸切,intermediate,一般貸切旅客自動車運送事業は、一個の契約により乗車定員11人以上の自動車を貸し切って旅客を運送する事業である。,○,一般貸切旅客自動車運送事業は、契約単位と車両規模で定義される。,国土交通省 一般貸切旅客自動車運送事業,2026-05-19,approved,yes,batch1_reviewed
P1-054,part1,事業種別・特定旅客,intermediate,特定旅客自動車運送事業とは、不特定多数の旅客を自由に運送するタクシー事業のことである。,×,特定旅客自動車運送事業は、特定の者の需要に応じて特定範囲の旅客を運送する事業である。,国土交通省 バス事業について,2026-05-19,approved,yes,batch1_reviewed
P1-055,part1,事業種別・許可,intermediate,一般乗合旅客自動車運送事業を経営するには、事業計画や運行計画等を定めたうえで許可を受ける必要がある。,○,乗合事業は道路運送法に基づく許可事業である。,国土交通省 一般乗合旅客自動車運送事業について,2026-05-19,approved,yes,batch1_reviewed
P1-056,part1,運賃・認可,intermediate,一般乗合旅客自動車運送事業の運賃及び料金は、原則として事後届出だけで自由に設定できる。,×,一般乗合旅客自動車運送事業の運賃及び料金は、原則として認可が必要である。,国土交通省 一般乗合旅客自動車運送事業の運賃及び料金に関する制度,2026-05-19,approved,yes,batch1_reviewed
P1-057,part1,事業計画変更・届出,intermediate,営業所の名称変更のような軽微な事業計画変更については、事前認可が必要である。,×,軽微な事項は、原則として認可ではなく事後届出で足りる。,国土交通省 一般乗合旅客自動車運送事業について,2026-05-19,approved,yes,batch1_reviewed
P1-058,part1,安全管理規程,intermediate,事業者が安全管理規程を定めたときは、国土交通大臣に届出を行う必要がある。,○,安全管理規程は、作成だけでなく届出まで含めて管理される。,国土交通省 バス事業について,2026-05-19,approved,yes,batch1_reviewed
P1-059,part1,名義貸し禁止,intermediate,道路運送法の名義貸し禁止規定に違反した場合、事業許可の取消し等の処分対象となり得る。,○,名義貸しは重大な違反行為であり、厳しい行政処分の対象となる。,国土交通省 道路運送法関連資料,2026-05-19,approved,yes,batch1_reviewed
P1-060,part1,許可更新制,intermediate,旅客自動車運送事業の許可は、5年ごとに自動更新申請が必要な更新制である。,×,一般的な旅客自動車運送事業許可は一律の5年更新制ではない。,国土交通省 バス事業について,2026-05-19,approved,yes,batch1_reviewed
P1-061,part1,運送引受義務,intermediate,旅客自動車運送事業者は、天災その他やむを得ない事由がある場合などを除き、正当な理由なく運送の引受けを拒絶してはならない。,○,公共交通としての性格上、原則として運送引受義務がある。,道路運送法 / 国土交通省 バス事業について,2026-05-19,approved,yes,batch1_reviewed
P1-062,part1,運送引受拒絶,intermediate,泥酔した者や他の旅客に迷惑を及ぼすおそれがある者であっても、運送の申込みは必ず引き受けなければならない。,×,他の旅客に迷惑を及ぼすおそれがある場合などは、申込みを拒絶できる。,標準運送約款 / 国土交通省 告示,2026-05-19,approved,yes,batch1_reviewed
P1-063,part1,掲示義務・約款,intermediate,運賃、料金、運送約款などの掲示は、事業者の任意であり、公衆の見やすい場所に掲げる義務はない。,×,公衆の見やすい場所への掲示が求められる。,国土交通省 バス事業について,2026-05-19,approved,yes,batch1_reviewed
P1-064,part1,点呼・実施方法,intermediate,乗務前点呼は、原則として対面で実施する。,○,点呼は原則対面で行い、やむを得ない場合に限って電話その他の方法が認められる。,国土交通省 運行管理者になるには,2026-05-19,approved,yes,batch1_reviewed
P1-065,part1,点呼・健康確認,intermediate,乗務前点呼では、疾病、疲労、睡眠不足その他の安全運転に支障を及ぼすおそれの有無を確認する必要がある。,○,健康状態の確認は点呼の重要項目である。,国土交通省 運行管理者になるには,2026-05-19,approved,yes,batch1_reviewed
P1-066,part1,点呼・アルコールチェック,intermediate,アルコール検知器による確認は、外見上問題がなければ省略できる。,×,外見や自己申告にかかわらず、所定の確認を省略してはならない。,国土交通省 運行管理者になるには,2026-05-19,approved,yes,batch1_reviewed
P1-067,part1,点呼・乗務後確認,intermediate,運転者から特段の申告がない場合、乗務後点呼は省略して差し支えない。,×,乗務後点呼も法令上の重要な確認手続であり、勝手に省略できない。,国土交通省 運行管理者になるには,2026-05-19,approved,yes,batch1_reviewed
P1-068,part1,点呼・乗務後確認,intermediate,乗務後点呼では、自動車、道路及び運行の状況等について報告を求める。,○,乗務後点呼では、運行の結果や異常の有無を把握する必要がある。,国土交通省 運行管理者になるには,2026-05-19,approved,yes,batch1_reviewed
P1-069,part1,IT点呼,advanced,IT点呼を実施する場合でも、対面点呼と同等の効果を確保するためのカメラやモニター等の機器が必要になる。,○,遠隔であっても、本人確認や状態確認が適切に行える設備が必要である。,国土交通省 運行管理者になるには,2026-05-19,approved,yes,batch1_reviewed
P1-070,part1,運行管理補助者,advanced,運行管理補助者は、点呼総回数の3分の2以上を担当しても差し支えない。,×,補助者が担当できる点呼の割合には上限がある。,国土交通省 運行管理者になるには,2026-05-19,approved,yes,batch1_reviewed
P1-071,part1,運行管理補助者,advanced,運行管理補助者は、運行管理者の指揮監督を受けずに独自の基準で点呼方法を変更できる。,×,補助者は運行管理者の指揮監督下で業務を補助する立場である。,国土交通省 運行管理者になるには,2026-05-19,approved,yes,batch1_reviewed
P1-072,part1,運行管理者資格,intermediate,運行管理者資格者証を持っていなくても、実務経験が長ければ運行管理者に選任できる。,×,運行管理者に選任されるには、所定の資格者証が必要である。,国土交通省 自動車運送事業の運行管理者になるには,2026-05-19,approved,yes,batch1_reviewed
P1-073,part1,運行管理者代務者,advanced,運行管理者の代務者として業務を行わせる場合は、あらかじめ届け出た資格者証保有者であることが必要である。,○,代務者も安全確保上の重要職務を担うため、資格要件が求められる。,国土交通省 運行管理者になるには,2026-05-19,approved,yes,batch1_reviewed
P1-074,part1,運行管理者業務,intermediate,運行管理者の業務には、有効な運転免許証の携帯確認も含まれる。,○,法令順守と安全運行の観点から、免許証確認も重要な業務である。,国土交通省 自動車運送事業の運行管理者になるには,2026-05-19,approved,yes,batch1_reviewed
P1-075,part1,異常気象時対応,advanced,異常気象等により輸送の安全確保に支障が生ずるおそれがある場合、運行管理者は運行の中断等の措置を講じる必要がある。,○,安全に支障が生じる場合は、運行継続より安全確保が優先される。,国土交通省 自動車運送事業の運行管理者になるには,2026-05-19,approved,yes,batch1_reviewed
P1-076,part1,車庫管理・整備連携,advanced,車庫の適切な管理や整備管理者との連携は、運行管理者の業務には含まれない。,×,運行管理者は、車庫管理や整備管理者との連携を通じて安全運行を支える。,国土交通省 自動車運送事業の運行管理者になるには,2026-05-19,approved,yes,batch1_reviewed
P1-077,part1,健康管理・乗務可否,intermediate,疾病、疲労、睡眠不足などにより安全な運転ができないおそれがある乗務員でも、本人の希望があれば乗務させてよい。,×,安全運転に支障があるおそれがある場合は、乗務させてはならない。,国土交通省 自動車運送事業の運行管理者になるには,2026-05-19,approved,yes,batch1_reviewed
P1-078,part1,運転者指導・適性診断,intermediate,新たに雇い入れた運転者には、事故防止等に関する特別な指導を行い、初任診断を受けさせる必要がある。,○,初任運転者への特別指導と適性診断は、基本的な安全措置である。,国土交通省 自動車運送事業の運行管理者になるには,2026-05-19,approved,yes,batch1_reviewed
P1-079,part1,運転者指導・事故惹起者,intermediate,事故惹起運転者は、口頭注意のみで直ちに再乗務させれば足り、特別な指導は不要である。,×,事故惹起運転者には再乗務前の特別な指導が必要である。,国土交通省 自動車運送事業の運行管理者になるには,2026-05-19,approved,yes,batch1_reviewed
P1-080,part1,点呼・アルコールチェック,intermediate,アルコール検知器は、常時有効に保持しなければならない。,○,検知器は常に正常に使用できる状態に保つ必要がある。,国土交通省 自動車運送事業の運行管理者になるには,2026-05-19,approved,yes,batch1_reviewed
P1-081,part1,貸切バス・記録保存,intermediate,貸切バス事業者は、点呼の記録を3年間保存しなければならない。,○,貸切バス事業では、点呼記録の長期保存が求められる。,国土交通省 一般貸切旅客自動車運送事業,2026-05-19,approved,yes,batch2_reviewed
P1-082,part1,貸切バス・記録保存,intermediate,貸切バス事業者は、運送申込書や引受書の写しを運行終了後すぐ破棄してよい。,×,貸切バス事業者は、写しを一定期間保存しなければならない。,国土交通省 一般貸切旅客自動車運送事業,2026-05-19,approved,yes,batch2_reviewed
P1-083,part1,貸切バス・運行指示書,intermediate,運行指示書は、乗務前または乗務後の点呼のどちらか一方で携行させれば足りる。,×,必要な時期に適切に携行・確認できるよう運用しなければならない。,国土交通省 一般貸切旅客自動車運送事業,2026-05-19,approved,yes,batch2_reviewed
P1-084,part1,貸切バス・運行指示書,intermediate,運行指示書には、運行の経路、日時、運転者の氏名などを記載する。,○,運行指示書は、安全な貸切運行に必要な基本情報を明記する文書である。,国土交通省 一般貸切旅客自動車運送事業,2026-05-19,approved,yes,batch2_reviewed
P1-085,part1,貸切バス・運賃下限,advanced,貸切バスの運賃は、契約当事者が合意していれば下限額を下回っても差し支えない。,×,下限額を下回る運賃での契約は、合意があっても適法とはならない。,国土交通省 一般貸切旅客自動車運送事業,2026-05-19,approved,yes,batch2_reviewed
P1-086,part1,貸切バス・運転時間,advanced,運転者が一人で運行する貸切バスでは、2日平均で1日当たり10時間まで運転できる。,×,所定の基準では、2日平均で1日当たり9時間を超えてはならない。,貸切バスの交替運転者配置基準関連資料,2026-05-19,approved,yes,batch2_reviewed
P1-087,part1,貸切バス・交替運転者,advanced,貸切バスでは、一定距離を超える運行で交替運転者の配置が必要となる場合がある。,○,長距離運行等では、過労運転防止のため交替運転者配置が求められる。,貸切バスの交替運転者配置基準関連資料,2026-05-19,approved,yes,batch2_reviewed
P1-088,part1,事故報告・速報,intermediate,重大な事故が発生した場合の速報は、24時間以内に行う必要がある。,○,速報は迅速性が重視され、所定時間内の報告が求められる。,国土交通省 旅客自動車運送事業に係る報告について,2026-05-19,approved,yes,batch2_reviewed
P1-089,part1,事故報告・速報,intermediate,死者を生じた事故や5人以上の重傷者を生じた事故は、速報の対象ではない。,×,これらは代表的な速報対象事故である。,国土交通省 旅客自動車運送事業に係る報告について,2026-05-19,approved,yes,batch2_reviewed
P1-090,part1,事故報告・対象事故,intermediate,乗降口の扉の不適切操作により乗客が医師の治療を受けた場合でも、事故報告は不要である。,×,事業用自動車の運行に起因する負傷事故として報告が必要となる。,国土交通省 旅客自動車運送事業に係る報告について,2026-05-19,approved,yes,batch2_reviewed
P1-091,part1,事業報告書,intermediate,事業者は、毎事業年度経過後100日以内に事業報告書を提出しなければならない。,○,旅客自動車運送事業者には、所定期間内の事業報告書提出義務がある。,国土交通省 旅客自動車運送事業に係る報告について,2026-05-19,approved,yes,batch2_reviewed
P1-092,part1,事業報告書,intermediate,事業報告書は、事業年度の経過後30日以内に提出しなければならない。,×,提出期限は30日ではなく、別に定められている。,国土交通省 旅客自動車運送事業に係る報告について,2026-05-19,approved,yes,batch2_reviewed
P1-093,part1,安全管理・予算措置,advanced,輸送の安全確保に必要な費用は、法令上の明確な要求がないため予算化しなくてもよい。,×,安全確保に必要な金額を予算に計上するなどの措置が求められる。,国土交通省 バス事業について,2026-05-19,approved,yes,batch2_reviewed
P1-094,part1,安全管理・権限付与,advanced,事業者は、運行管理者が業務を行うために必要な権限を与えなければならない。,○,権限の付与がなければ、運行管理者は実効的に安全管理業務を遂行できない。,国土交通省 自動車運送事業の運行管理者になるには,2026-05-19,approved,yes,batch2_reviewed
P1-095,part1,点呼・健康確認,intermediate,運転者本人が「問題ない」と申告した場合、疾病や睡眠不足等の確認は省略できる。,×,本人申告だけでなく、必要な確認を適切に行う必要がある。,国土交通省 自動車運送事業の運行管理者になるには,2026-05-19,approved,yes,batch2_reviewed
P1-096,part1,点呼・実施方法,intermediate,車庫以外の場所で乗務を終了した場合は、対面点呼ができなくても電話点呼を省略してよい。,×,所定の方法により点呼を実施する必要があり、勝手に省略できない。,国土交通省 自動車運送事業の運行管理者になるには,2026-05-19,approved,yes,batch2_reviewed
P1-097,part1,健康管理・飲酒,intermediate,乗務員は、休憩時間中であれば点呼時に酒気が検出されなければ飲酒しても問題ない。,×,乗務に影響する飲酒は許されず、休憩時間だからといって自由にはならない。,国土交通省 自動車運送事業の運行管理者になるには,2026-05-19,approved,yes,batch2_reviewed
P1-098,part1,体調不良時対応,intermediate,運転者が乗務中に体調不良を訴えた場合、運行管理者は直ちに運転中止や交替手配等の措置を講じる必要がある。,○,体調不良時は、任務継続より安全確保を優先する。,国土交通省 自動車運送事業の運行管理者になるには,2026-05-19,approved,yes,batch2_reviewed
P1-099,part1,事故報告・速報方法,intermediate,重大事故の速報は、郵送書面でしか行えず、電話や電子メールは認められない。,×,速報は電話、FAX、電子メールその他適切な方法で行うことができる。,国土交通省 旅客自動車運送事業に係る報告について,2026-05-19,approved,yes,batch2_reviewed
P1-100,part1,点呼・アルコールチェック,intermediate,運転者が前日に飲酒していないと申告した場合は、乗務前点呼でアルコール検知器を使用しなくてもよい。,×,前日の申告にかかわらず、所定の確認を省略してはならない。,国土交通省 自動車運送事業の運行管理者になるには,2026-05-19,approved,yes,batch2_reviewed
