id,category,subcategory,difficulty,question,answer,explanation,source,source_checked_date,status,app_ready,review_notes
P2-031,part2,日常点検項目,basic,エンジン・オイルの量、冷却水の量、ファン・ベルトの緩み・損傷の確認は、日常点検の項目である。,○,正解！ボンネットを開けるか、点検口から確認します。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-032,part2,不正改造,basic,不正改造車に対し、地方運輸局長は整備命令を発令し、「不正改造車」のステッカーを貼付して使用を停止させることができる。,○,正解！整備して保安基準に適合させ、現車確認を受けるまで剥がせません。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-033,part2,窓ガラス透過率,basic,バスの窓ガラス（前面および側面）は、可視光線透過率が「70%以上」でなければならない。,○,正解！スモークフィルムなどで運転席・助手席の視界を遮ってはいけません。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-034,part2,整備管理者,basic,整備管理者は、車庫を管理し、車両の点検整備のための設備や工具類を管理する責任がある。,○,正解！適切な整備環境を整えることも職務です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-035,part2,新規検査,basic,初めて自動車を使用するときに行う検査を「新規検査」という。,○,正解！ナンバーのない新車や、抹消登録した中古車を再登録する場合です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-036,part2,自動ドア,basic,タクシーの自動ドア（遠隔操作装置）は、運転席から確実に操作できるものでなければならない。,○,正解！安全な乗降のため、保安基準で定められています。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-037,part2,自動車リサイクル法,basic,使用済自動車の再資源化等に関する法律（自動車リサイクル法）に基づき、事業用バスもリサイクル料金を預託しなければならない。,○,正解！事業用車両もリサイクル法の対象です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-038,part2,フロントガラス貼付物,basic,前面ガラス（フロントガラス）に貼ってよいステッカーは、検査標章（車検ステッカー）や点検整備済ステッカーなど、限定されている。,○,正解！視界を妨げないよう、許可されたもの以外は貼れません。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-039,part2,増し締め,basic,大型バスのタイヤ交換後、一定距離走行した後にホイール・ナットの増し締めを行うことは、脱落事故防止に有効である。,○,正解！初期なじみにより緩むことがあるため、増し締め（リ・トルク）は重要です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-040,part2,特定整備記録,basic,「分解整備（現在は特定整備）」を行った場合、点検整備記録簿にその内容を記載し、分解整備記録簿として「2年間」保存しなければならない。,○,正解！通常の点検記録（1年）よりも長く保存する必要があります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-041,part2,乗降口扉,basic,バスの乗降口の扉は、走行中に確実に閉鎖され、振動等で開かない構造でなければならない。,○,正解！走行中にドアが開くと転落事故につながるため必須です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-042,part2,警音器,basic,警音器（クラクション）は、音が連続するものであり、音の大きさや音色が一定でなければならない。,○,正解！音が変化するミュージックホーンなどは車検に通りません。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-043,part2,日常点検確認,basic,運行管理者は、日常点検の実施の有無を確認し、点検の結果、運行に支障がある場合は整備管理者と連絡をとらなければならない。,○,正解！不良箇所が見つかったまま運行させてはいけません。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-044,part2,バッテリー点検,basic,バッテリーの「液量確認」および「ターミナル部の接続状態」の確認は、共に日常点検の項目である。,×,不正解！バッテリーの「液量」は日常点検の確認事項ですが、「ターミナル部の接続状態（緩み・腐食等）」は定期点検の項目とされています。混同しないようにしましょう。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-045,part2,騒音・不正改造,basic,マフラー（消音器）を切断したり、取り外したりして騒音を大きくすることは、不正改造に該当する。,○,正解！騒音防止装置の機能を損なう改造は禁止です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-046,part2,シートベルト,basic,バスやタクシーの座席には、保安基準に基づき、原則としてシートベルト（座席ベルト）を備えなければならない。,○,正解！高速道路を走行するバスの客席にもシートベルトが必要です（立席を除く）。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-047,part2,方向指示器,basic,方向指示器（ウィンカー）は、毎分60回以上120回以下の一定の周期で点滅するものでなければならない。,○,正解！早すぎても遅すぎても整備不良となります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-048,part2,冬用タイヤ,basic,冬用タイヤ（スタッドレスタイヤ）であっても、溝の深さがプラットホーム（50%摩耗）まで露出している場合は、冬用タイヤとして使用できない。,○,正解！通常の溝（1.6mm）とは別に、雪道性能の限界を示すサインがあります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-049,part2,日常点検項目,basic,自動車の排気ガスを目視で点検し、著しい黒煙が出ていないか確認することは、日常点検の項目に含まれる。,×,不正解！排気ガスの状態（色、臭い）は「定期点検」の項目です。日常点検ではエンジンの「かかり具合・異音」を確認します。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-050,part2,チャイルドロック,basic,チャイルドロックは、走行中に子供が誤ってドアを開けないようにするための装置であり、タクシーの後部ドア等にも装備されていることが多い。,○,正解！内側から開かなくする機構です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P2-051,part2,車検・検査証,intermediate,自動車検査証は、写しを車内に置いておけば原本を備え付ける必要はない。,×,自動車検査証は原本を備え付けるのが原則である。,道路運送車両法 / 国土交通省 車検制度,2026-05-19,approved,yes,6:4補正で誤問化
P2-052,part2,車検・検査証,intermediate,自動車検査証の有効期間が満了しても、点検が済んでいれば道路を運行できる。,×,有効期間が満了した自動車は、検査証更新前に運行してはならない。,道路運送車両法 / 国土交通省 車検制度,2026-05-19,approved,yes,batch1_reviewed
P2-053,part2,継続検査,intermediate,継続検査は、有効期間が満了した後でなければ受けられない。,×,継続検査は有効期間満了前の所定期間内から受けられる。,国土交通省 車検制度,2026-05-19,approved,yes,6:4補正で誤問化
P2-054,part2,新規検査,intermediate,初めて自動車を使用するときに受ける検査は継続検査という。,×,初めて使用するときに受けるのは新規検査である。,国土交通省 車検制度,2026-05-19,approved,yes,6:4補正で誤問化
P2-055,part2,変更登録,intermediate,使用の本拠の位置に変更があっても、登録上の手続は不要である。,×,本拠変更には変更登録等の手続が必要となる。,道路運送車両法 / 登録制度,2026-05-19,approved,yes,6:4補正で誤問化
P2-056,part2,記入申請,intermediate,使用者や住所等の検査証記載事項に変更があった場合、何の手続も不要である。,×,検査証記載事項の変更には、所定の申請手続が必要である。,道路運送車両法 / 登録制度,2026-05-19,approved,yes,batch1_reviewed
P2-057,part2,構造等変更検査,intermediate,自動車の長さ、幅、高さなどに変更が生じた場合は、構造等変更検査の対象となることがある。,○,保安基準適合性を再確認するため、構造等変更検査が必要になる。,国土交通省 車検制度,2026-05-19,approved,yes,batch1_reviewed
P2-058,part2,整備管理者,intermediate,整備管理者は、点検整備計画の策定や整備実施の管理には関与しない。,×,整備管理者は点検整備体制の管理に関与する。,国土交通省 整備管理者制度,2026-05-19,approved,yes,6:4補正で誤問化
P2-059,part2,整備管理者,intermediate,整備管理者は、一定の実務経験や研修修了等の要件を満たす必要がある。,○,整備管理者には、整備士資格又は実務経験等に基づく要件がある。,国土交通省 整備管理者制度,2026-05-19,approved,yes,batch1_reviewed
P2-060,part2,整備管理者,intermediate,整備管理者は、整備の必要があっても運行に支障がなければ何も指示しなくてよい。,×,整備上の問題があれば、適切な措置と管理が必要である。,国土交通省 整備管理者制度,2026-05-19,approved,yes,batch1_reviewed
P2-061,part2,日常点検・実施者,intermediate,事業用自動車の日常点検は、運行後にまとめて行えば足りる。,×,日常点検は運行前に行うことが基本である。,道路運送車両法 / 日常点検基準,2026-05-19,approved,yes,6:4補正で誤問化
P2-062,part2,日常点検・実施者,intermediate,日常点検は、整備工場でしか行ってはならず、運転者が行うことは禁止されている。,×,日常点検は運行の用に供する前に運転者等が実施する。,道路運送車両法 / 日常点検基準,2026-05-19,approved,yes,batch1_reviewed
P2-063,part2,日常点検項目,intermediate,ブレーキ、タイヤ、灯火類、ワイパー等は日常点検の対象ではない。,×,これらは日常点検の代表的な確認項目である。,日常点検基準,2026-05-19,approved,yes,6:4補正で誤問化
P2-064,part2,日常点検項目,intermediate,日常点検では、灯火類の点灯状況を確認する必要はない。,×,灯火類は安全確保上重要であり、日常点検項目に含まれる。,日常点検基準,2026-05-19,approved,yes,batch1_reviewed
P2-065,part2,定期点検基準,intermediate,旅客自動車運送事業用自動車には、定期点検基準は設けられていない。,×,事業用自動車には法定の定期点検基準がある。,道路運送車両法 / 定期点検基準,2026-05-19,approved,yes,6:4補正で誤問化
P2-066,part2,定期点検記録簿,intermediate,定期点検整備記録簿は、その記載日から一定期間保存しなければならない。,○,記録簿には保存義務がある。,道路運送車両法 / 定期点検基準,2026-05-19,approved,yes,batch1_reviewed
P2-067,part2,定期点検記録簿,intermediate,定期点検整備記録簿は、点検後ただちに破棄してよい。,×,記録簿は法令で定められた期間保存しなければならない。,道路運送車両法 / 定期点検基準,2026-05-19,approved,yes,batch1_reviewed
P2-068,part2,特定整備記録,advanced,特定整備を行った場合は、その内容を記録簿に記載し保存する必要がある。,○,重要な整備履歴として、法定の記録・保存が必要である。,国土交通省 特定整備制度,2026-05-19,approved,yes,batch1_reviewed
P2-069,part2,特定整備記録,advanced,特定整備の記録は、口頭で伝えれば足り、書面等で残す必要はない。,×,特定整備の内容は、所定の記録簿に残す必要がある。,国土交通省 特定整備制度,2026-05-19,approved,yes,batch1_reviewed
P2-070,part2,保安装置・消火器,intermediate,乗車定員11人以上のバスでも、消火器の備付けは不要である。,×,一定規模のバスには消火器の備付けが必要である。,道路運送車両の保安基準,2026-05-19,approved,yes,6:4補正で誤問化
P2-071,part2,非常口・保安基準,intermediate,一定規模以上のバスには、所定の基準を満たす非常口が必要である。,○,非常時の避難確保のため、非常口設置基準がある。,道路運送車両の保安基準,2026-05-19,approved,yes,batch1_reviewed
P2-072,part2,非常口・保安基準,intermediate,非常口表示は、昼間だけ見えれば足り、夜間識別は不要である。,×,夜間でも識別できるよう照明や反射材等が必要である。,道路運送車両の保安基準,2026-05-19,approved,yes,batch1_reviewed
P2-073,part2,乗降口扉,intermediate,バスの乗降口扉は、走行中に振動で開くおそれがあってもよい。,×,走行中に確実に閉鎖される構造が必要である。,道路運送車両の保安基準,2026-05-19,approved,yes,6:4補正で誤問化
P2-074,part2,自動ドア,intermediate,タクシー等の自動ドアは、運転席から確実に操作できることが求められる。,○,乗降時の安全確保のため、遠隔操作装置にも基準がある。,道路運送車両の保安基準,2026-05-19,approved,yes,batch1_reviewed
P2-075,part2,灯火類・保安基準,intermediate,装飾目的でブレーキランプや方向指示器の色を自由に変更してもよい。,×,灯火類の色は保安基準で定められている。,道路運送車両の保安基準,2026-05-19,approved,yes,batch1_reviewed
P2-076,part2,警音器,intermediate,警音器には、音の連続性や大きさなどの保安基準はない。,×,警音器にも保安基準上の要件がある。,道路運送車両の保安基準,2026-05-19,approved,yes,6:4補正で誤問化
P2-077,part2,窓ガラス透過率,advanced,前面・運転席側面ガラスの可視光線透過率には基準があり、著しく低いものは認められない。,○,視界確保のため、透過率基準が定められている。,道路運送車両の保安基準,2026-05-19,approved,yes,batch1_reviewed
P2-078,part2,登録番号標,intermediate,ナンバープレートにカバーを付けて一部が見えにくくなっていても、番号が推測できれば問題ない。,×,登録番号標は明瞭に表示されていなければならない。,道路運送車両法,2026-05-19,approved,yes,batch1_reviewed
P2-079,part2,不正改造,advanced,マフラーを切断して騒音を増大させる行為は、不正改造に該当する。,○,保安基準に適合しない改造は不正改造である。,国土交通省 不正改造車排除,2026-05-19,approved,yes,batch1_reviewed
P2-080,part2,不正改造,advanced,不正改造が疑われても、整備命令や使用停止措置の対象にはならない。,×,不正改造車には整備命令等の措置が行われ得る。,国土交通省 不正改造車排除,2026-05-19,approved,yes,batch1_reviewed
P2-081,part2,タイヤ・保安基準,intermediate,タイヤは、スリップサインが露出していないか等を確認し、必要な溝深さを確保しなければならない。,○,タイヤの溝深さ不足は安全性と適法性の両面で問題となる。,日常点検基準 / 保安基準,2026-05-19,approved,yes,batch2_reviewed
P2-082,part2,タイヤ・保安基準,intermediate,冬用タイヤは、プラットホームが露出していても冬用として使用できる。,×,プラットホーム露出後は冬用タイヤとして使用できない。,道路運送車両の保安基準,2026-05-19,approved,yes,batch2_reviewed
P2-083,part2,タイヤ空気圧,intermediate,タイヤの空気圧は、一般に走行直後の高温状態より冷間時に確認するのが適切である。,○,走行直後は温度上昇で空気圧が変動するため、冷間時確認が基本である。,日常点検基準,2026-05-19,approved,yes,batch2_reviewed
P2-084,part2,タイヤ・ナット点検,intermediate,ホイール・ナットの緩み確認は、車輪脱落事故防止の観点から重要である。,○,ナットの緩みは重大事故につながり得る。,国土交通省 車輪脱落事故防止資料,2026-05-19,approved,yes,batch2_reviewed
P2-085,part2,増し締め,intermediate,大型車のタイヤ交換後の増し締めは、車輪脱落事故防止に有効である。,○,一定距離走行後の増し締めは、実務上重要な予防措置である。,国土交通省 車輪脱落事故防止資料,2026-05-19,approved,yes,batch2_reviewed
P2-086,part2,停止表示器材,intermediate,高速道路等で故障停止した場合、停止表示器材による後続車への表示が必要である。,○,後続車への危険防止措置として表示器材の使用が必要である。,道路交通法 / 故障時措置,2026-05-19,approved,yes,batch2_reviewed
P2-087,part2,故障時対応,intermediate,運行中に異音や異常を認めた場合は、そのまま帰庫を優先し、途中で安全措置を講じる必要はない。,×,安全に関わる異常時は、必要に応じて運行中止や応急措置が必要である。,道路運送車両法 / 運行管理実務,2026-05-19,approved,yes,batch2_reviewed
P2-088,part2,シートベルト,intermediate,バスやタクシーの座席には、保安基準に基づきシートベルトを備えることが求められる場合がある。,○,座席ベルトに関する備付基準がある。,道路運送車両の保安基準,2026-05-19,approved,yes,batch2_reviewed
P2-089,part2,方向指示器,intermediate,方向指示器は、一定の周期で点滅するものでなければならない。,○,点滅周期も保安基準の対象である。,道路運送車両の保安基準,2026-05-19,approved,yes,batch2_reviewed
P2-090,part2,フロントガラス貼付物,intermediate,フロントガラスには、運転者の視界を妨げるステッカーを自由に貼ってよい。,×,貼付できるものは限定されている。,道路運送車両の保安基準,2026-05-19,approved,yes,batch2_reviewed
P2-091,part2,車内設備,intermediate,バスの通路や乗降口周辺は、旅客が安全に移動できるよう一定の基準を満たす必要がある。,○,通路幅や照明等は保安基準で管理される。,道路運送車両の保安基準,2026-05-19,approved,yes,batch2_reviewed
P2-092,part2,車内設備,intermediate,バスの車内灯は、夜間に旅客の乗降や通路移動が安全に行えなくてもよい。,×,夜間でも十分に照明できることが必要である。,道路運送車両の保安基準,2026-05-19,approved,yes,batch2_reviewed
P2-093,part2,バッテリー点検,intermediate,バッテリー端子の接続状態などは、日常点検の対象となる項目がある。,○,電源系の異常は始動不良等に直結するため、点検が必要である。,日常点検基準,2026-05-19,approved,yes,batch2_reviewed
P2-094,part2,速度抑制装置,advanced,一定の大型貨物自動車には、最高速度を制限する速度抑制装置の装着義務がある。,○,所定の貨物自動車には速度抑制装置装着義務が課されている。,道路運送車両の保安基準,2026-05-19,approved,yes,batch2_reviewed
P2-095,part2,自動車リサイクル法,intermediate,事業用バス等も、自動車リサイクル法に基づくリサイクル料金預託の対象となる。,○,事業用であっても対象自動車にはリサイクル制度が適用される。,自動車リサイクル法,2026-05-19,approved,yes,batch2_reviewed
P2-096,part2,チャイルドロック,intermediate,チャイルドロックは、走行中に後席の子どもが誤ってドアを開けることを防ぐための装置である。,○,旅客の安全確保に有効な装置である。,道路運送車両の保安基準,2026-05-19,approved,yes,batch2_reviewed
P2-097,part2,日常点検確認,intermediate,運行管理者は、日常点検の実施状況を確認し、必要に応じて整備管理者と連携する。,○,安全運行のため、点検結果の確認と連携が求められる。,運行管理者実務 / 国土交通省,2026-05-19,approved,yes,batch2_reviewed
P2-098,part2,日常点検確認,intermediate,運行管理者は、日常点検の結果を一切確認しなくても差し支えない。,×,点検の実施有無や運行可否に関わる結果確認は重要である。,運行管理者実務 / 国土交通省,2026-05-19,approved,yes,batch2_reviewed
P2-099,part2,車検有効期間,intermediate,事業用自動車の継続検査有効期間は、車種や用途に応じて定められている。,○,事業用自動車では、一般に短い有効期間が設定される。,国土交通省 車検制度,2026-05-19,approved,yes,batch2_reviewed
P2-100,part2,車検有効期間,intermediate,事業用自動車は、新車登録後も一般に何年でも車検を受けなくてよい。,×,事業用自動車には、所定周期で継続検査を受ける義務がある。,国土交通省 車検制度,2026-05-19,approved,yes,batch2_reviewed
